,Country,Year,Score,Low,High,Economy,Family,Health,Freedom,Trust,Generosity,Dystopia,Ind 1,Ind 2,Ind 3,Ind 4,Ind 5,Ind 6,Ind 7,Ind 8,Ind 9,Ind 10,Ind 11,Ind 12,Ind 13,Ind 14,Ind 15,Ind 16,Ind 17,Ind 18,Ind 19,Ind 20,Ind 21,Ind 22,Ind 23,Ind 24,Ind 25,Ind 26,Ind 27,Ind 28,Ind 29,Ind 30,Ind 31,Ind 32,Ind 33
130,Germany,2016,6.994,6.93,7.058,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50931,100.0,99.78186,2.27376306617244,1.45151343117149,4.51119928971347,27.13333408,52.3439752792884,9.3,,,,,11.2,,,27.8575086274073,,3477796274496.8,1.94362542781317,27.169097183569,,2.14104736141039,2.2,3.8,82348669.0,12.01502,12.14626,,357580.0,11.2420603998028,84.2672667419411,4.1217999458313,
131,Germany,2017,6.95100021362305,6.89661885797977,7.00538156926632,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.336269170045853,2.01576995849609,,,,,,,52.737438331532,,,,,,,,,,,3677439129776.6,2.2228247553612,27.3553250494124,,2.96885653210815,2.2,3.7,82695000.0,,,,357580.0,,86.8977277950572,3.74550008773804,
132,Ghana,2015,4.633,4.58558,4.68042,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2.30919,75.7152786254883,90.11357,6.50605656838341,4.1110428881296,5.91160948250899,17.51294308,72.9583347232962,31.557,,,,,8.314,,,,25.57237459,49181854798.2552,2.1782067443939,20.5181578251157,,3.65958165560349,26.0,54.7,27582821.0,16.61254,31.25587,41.4127943140724,238540.0,,75.5863939908231,6.80620002746582,
133,Ghana,2016,4.276,4.185,4.367,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,79.3,86.70103,3.96354208967047,1.6639637176402,5.91160948250899,16.40658354,72.6081814631455,31.047,,,,,8.146,,,,,55009730600.0307,3.44779299129728,24.1883915490657,,7.91907393150535,25.1,51.8,28206728.0,16.97562,30.5794,,238540.0,,69.3576702283933,,
134,Ghana,2017,4.11999988555908,4.01729256257415,4.22270720854402,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.0253363698720932,0.256923943758011,1.57786750793457,,85.14467,,,,,72.1364749251169,,,,,,,,,,,58996776237.7603,8.14344654879852,20.9815375468198,,9.51616454647204,24.2,49.3,28833629.0,15.63675,27.29644,,238540.0,,73.648204604407,,
135,Greece,2015,4.857,4.80638,4.9076200000000005,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101,100.0,93.57662,0.456845637156491,1.12090218119508,3.1,9.982244504,52.6573038859537,8.5,,,,,11.2,,,52.0202877148314,1.58600261,195541761243.144,-0.290902296942548,9.87053435723002,,2.97639524528779,2.7,4.8,10820883.0,8.66634,9.64364999999999,17.170047546133,131960.0,24.9381804066096,63.3936164816987,24.8971004486084,
136,Greece,2016,5.033,4.935,5.131,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944,100.0,92.90618,-1.61776749308889,-1.20773086378186,3.1,10.02243855,52.7588671544303,8.6,,,,,11.0,,,48.8348791466966,,192690813126.86,-0.24431474084669,9.88745894465287,,8.53492705431343,2.9,5.1,10775971.0,8.4038,9.27444,,131960.0,26.6970129257819,61.6398690189873,23.5391006469727,
137,Greece,2017,5.22700023651123,5.12875430360436,5.3252461694181,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.04328977689147,0.0,1.74922156333923,,,,,,,52.9303926746366,,,,,,,,,,,200288277129.038,1.35132838862349,10.6512767222338,,3.53672897382278,3.0,5.3,10760421.0,,,,131960.0,,67.5162659274226,21.4876003265381,
138,Guatemala,2015,6.123,6.07076,6.1752400000000005,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,90.5062942504883,87.80667,7.79507797580885,5.61383065001502,2.91563324137977,13.80870789,68.7450422329077,25.634,,,,,4.861,49.91589,12.88531,11.8459190081832,2.07415368,63767597193.9175,4.14004435825474,4.63931794164329,,3.45043698930868,13.8,29.6,16252429.0,,20.40727,63.6509917919234,108890.0,10.2130896735463,51.3062636948269,2.50620007514954,
139,Guatemala,2016,6.324,6.213,6.435,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.19863,91.7792282104492,87.20165,4.47301802681859,2.39369709640881,2.91563324137977,14.60852772,67.3687672995992,25.273,,,,,4.833,55.46525,13.31038,11.8411965958655,,68663653469.1246,3.09248255769093,4.96691590801648,,3.55528119727384,13.3,28.6,16582469.0,12.39713,21.74437,,108890.0,10.393942231726,47.0048783441723,2.8264000415802,
140,Guatemala,2017,6.4539999961853,6.34112601965666,6.56687397271395,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.0772232785820961,0.283488392829895,2.89389109611511,,,,,,,65.9612859443714,,,,,,,56.4745,13.14359,,,75620095537.5005,2.76033848366622,3.99919805474283,,2.10787095036058,12.9,27.6,16913503.0,,,,108890.0,,45.6572306721025,,
141,Guinea,2015,3.656,3.6201000000000003,3.6919,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,30.9631519317627,,0.814651882806231,-1.57010859298519,2.97669938197495,,84.1794945104257,36.357,,,,,9.582,38.93171,21.85254,,24.89136783,8794202409.5678,3.81494988965694,-5.28562050832527,,9.98462370059723,25.0,91.7,12091533.0,,,76.2683913195384,245860.0,,72.4427259419684,,
142,Guinea,2016,3.607,3.533,3.681,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,33.5,78.85643,0.496887407743557,-1.97088732651028,2.97669938197495,,83.681605928821,35.911,,,,,9.261,40.52155,22.6965,,,8694360304.56367,10.4541058171845,-0.304932027368772,,5.56654039181697,24.5,88.7,12395924.0,,47.14862,,245860.0,,110.971585001091,,
143,Guinea,2017,3.50699996948242,3.4295718100667,3.58442812889814,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792,1.55231189727783,,,,,,,83.1288228710723,,,,,,,40.52155,22.6965,,,10472514514.62,10.6043228447496,12.4713620951237,,2.72665299834813,24.1,85.7,12717176.0,,,,245860.0,,146.766589620096,,
144,Haiti,2015,4.518,4.44469,4.59131,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,38.2211265563965,,4.03986574815467,2.6936494215587,1.461652,30.07900649,62.2645371063449,24.546,,,,,8.655,,,,48.87558316,8724656126.49849,1.21121834315667,1.86241278054215,,4.47761194029854,29.0,75.0,10711061.0,,,76.0722132337506,27750.0,,70.5516896261956,,
145,Haiti,2016,4.028,3.893,4.163,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,38.6901664733887,,0.526810696566699,-0.736088562740079,1.461652,30.66426491,61.4206784727666,24.179,,,,,8.594,,,,,7970649131.23416,1.45270702675018,-1.41247516687032,,1.50793650793624,28.7,73.4,10847334.0,,,,27750.0,,73.3418950483363,,
146,Haiti,2017,3.6029999256134,3.47128505349159,3.73471479773521,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.0998721495270729,0.489203780889511,1.69716763496399,,,,,,,60.7002615550386,,,,,,,,,,,8408150517.97684,1.17327950545634,-8.67422464853935,,1.09460516028174,28.3,71.7,10981229.0,,,,27750.0,,75.3270001866243,,
147,Honduras,2015,4.788,4.731520000000001,4.84448,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,89.98171,81.3374599999999,10.2340310372699,8.36892322775206,6.33,20.84827152,59.7585907315429,22.04,,,,,4.806,,,21.9760874717835,7.0485681,20979767785.2104,3.84007997093951,8.18709258713846,96.00751,3.94567851598708,10.8,19.6,8960829.0,16.09893,29.14566,51.5374135797421,112490.0,17.3444720611594,107.26440535424,4.59159994125366,
148,Honduras,2016,4.871,4.75,4.992,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551,87.5766296386719,83.06458,4.02358360699684,2.28806638673665,6.33,21.02205092,58.2928201094743,21.715,,,,,4.804,,,,,21643936938.9096,3.75214890971107,8.05211159857178,96.12654,2.91246749897931,10.4,18.9,9112867.0,14.49878,28.37057,,112490.0,,100.487881072994,4.66820001602173,
149,Honduras,2017,5.18100023269653,5.0604176685214,5.30158279687166,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.236188873648643,2.06581115722656,,83.7114299999999,,,,,56.9761279411421,,,,,,,,,,,22978532896.7816,4.78529790989262,8.48035507192803,,4.03091306288322,10.0,18.2,9265067.0,16.65963,25.59773,,112490.0,,102.415772047795,4.0479998588562,
150,Hungary,2015,4.8,4.73893,4.86107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,100.0,96.35485,3.2323150478323,3.47815052292401,4.46774826601162,25.46245766,46.9221659459146,9.4,,,,,13.4,16.39606,38.09751,43.4857532175547,0.0,122879042001.915,3.36714517536103,30.6931192097916,,9.84321828064864,2.7,5.1,9843028.0,10.2914,10.97863,15.559362050795,93030.0,23.4214061486226,171.565870171142,6.81319999694824,
151,Hungary,2016,5.145,5.056,5.234,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473,100.0,96.86148,4.0582165317137,4.36575693288275,4.46774826601162,24.44965296,47.8553937262093,9.7,,,,,13.0,,,43.8781329815654,,125816640420.569,2.21318749036379,29.8583299078043,,0.0803026855930256,2.6,4.8,9814023.0,10.01652,10.76744,,93030.0,23.3531882264192,168.992646029172,5.1149001121521,
152,Hungary,2017,5.32399988174438,5.24496005430818,5.40303970918059,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0366369374096394,0.0784016624093056,1.71645927429199,,,,,,,49.0183821484969,,,,,,,,,,,139135029758.29,3.98871036965851,30.36338932554,,4.94658753559698,2.4,4.5,9781127.0,,,,93030.0,,172.360375441718,4.15570020675659,
153,Iceland,2015,7.561,7.51216,7.60984,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201,100.0,98.6384,9.61661555562885,8.48040536340586,7.52049738121633,24.25693461,51.5771049448334,12.5,,,,,6.6,28.62802,28.12977,30.4806195095393,0.0,16942247373.9704,4.31131780616309,26.4707423031081,,5.67291907887098,1.1,2.3,330815.0,,10.14405,77.029689205553,103000.0,23.4594478761772,99.0431243971996,3.97919988632202,
154,Iceland,2016,7.501,7.333,7.669,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2.83137,100.0,99.51819,11.6301534725208,10.0913406640611,7.52049738121633,28.93107422,52.0741150442478,12.0,,,,,6.9,,,33.6373571880574,,20304098101.4115,7.48145023856483,27.8097286455903,,1.82694401548547,1.1,2.2,335439.0,,,,103000.0,38.5188399819878,90.419460159231,2.97790002822876,
155,Iceland,2017,7.50400018692017,7.38596990078688,7.62203047305346,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.153526559472084,0.475540220737457,2.32271528244019,,,,,,,52.7243761858733,,,,,,,,,,,23909289978.5861,3.64222680238824,26.2831006887261,,,1.0,2.1,341284.0,,,,103000.0,,89.8126111385837,2.7418999671936,
156,India,2015,4.565,4.54457,4.585430000000001,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27513,88.0,,6.97520441811122,5.73350265045835,3.08,32.87842721,52.1929971683597,19.269,,,,,7.303,,,,0.88808166,2102390808996.69,8.15442502779769,30.8408966837521,,12.7589238117153,26.1,44.1,1309053980.0,31.65018,31.49146,36.0212225652817,3287259.0625,,41.9466799113024,,126.374776918501
157,India,2016,4.404,4.351,4.457,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,84.5268173217773,,6.54828171962778,5.3318755355283,3.08,30.56082877,51.5228471113059,19.013,,,,,7.31,,,,,2274229710530.47,7.11268609734361,30.0580768902641,,7.89559025625204,25.0,41.6,1324171354.0,28.49097,35.21588,,3287259.0625,,40.3491793054949,,128.901844140393
158,India,2017,4.31500005722046,4.25847809694707,4.37152201749384,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.231538489460945,1.5191171169281,,,,,,,50.9928506225845,,,,,,,,,,,2600818243559.65,6.68118228178416,29.5133917938467,,5.73807118331101,24.0,39.4,1339180127.0,,,,3287259.0625,,41.0703717162166,,
159,Indonesia,2015,5.399,5.37304,5.4249600000000004,0.82827,1.08708,0.63793,0.46611,0.0,0.51535,1.86399,97.5373674369822,,6.04974508720942,4.80464968775358,3.27297581692557,33.04648008,49.1508319756083,19.35,1.5301146408173,19.5094184812921,57.4129369031463,48.740227165522,7.096,42.59993,26.99605,14.5013182937363,0.61120707,860854235065.079,4.87632230022051,32.8005683326684,99.67007,4.32930888155887,13.3,27.2,258162113.0,,,36.8793481032359,1913580.0,10.7534877772096,41.9376402415299,4.51399993896484,143.718519715121
160,Indonesia,2016,5.314,5.237,5.391,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171,97.62,91.71123,7.290476396247,6.07696884565787,3.27297581692557,33.2852523,48.9295745802177,18.986,,,,,7.122,,,14.8669356468351,,932256495234.247,5.03327959153033,32.6727768067652,99.6688099999999,4.25651004593767,12.8,26.3,261115456.0,14.11492,13.97814,,1913580.0,10.3321451061155,37.4388944980601,4.30070018768311,155.053389013787
161,Indonesia,2017,5.26200008392334,5.17111156970263,5.35288859814405,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.0153171354904771,0.611704587936401,1.42947697639465,,92.7346,,,,,48.5350511012709,,,,,,,,,,,1015539017536.5,5.06768027409007,33.589235624648,,4.27341917959492,12.4,25.4,263991379.0,15.3284,16.06371,,1913580.0,,39.5362353587082,4.18480014801025,
162,Iraq,2015,4.677,4.62468,4.7293199999999995,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95335,99.8621826171875,,,,4.6,18.10470156,77.7300848443523,33.628,,,,,5.096,,,25.3977208054162,0.27033679,177498577312.923,2.47766461711252,17.415444015444,,-25.7000017803305,18.2,32.3,36115649.0,,,0.798830768676665,435051.9921875,1.24136945083715,76.7579150579151,,
163,Iraq,2016,4.575,4.446,4.704,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,100.0,,,,4.6,12.40955756,77.4702835344961,33.207,,,,,5.02,,,25.9438172534013,,170559560067.682,13.0241537218475,11.6988891480912,,5.89999999690501,17.6,31.3,37202572.0,,,,435051.9921875,2.0295990637538,73.8210928691467,,
164,Iraq,2017,4.49700021743774,4.37140902519226,4.62259140968323,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.107215754687786,0.19963726401329,1.31890726089478,,,,,,,77.2559313135789,,,,,,,,,,,192060810810.811,-2.07317209716199,16.4476253298153,,,17.1,30.4,38274618.0,,,,435051.9921875,,75.9984971158751,,
165,Ireland,2015,6.94,6.90324,6.9767600000000005,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,1.9757,100.0,99.95062,6.64415624096719,5.64127921412351,5.90149113875255,40.58138237,53.7635459990045,14.1,,,,,6.5,36.86934,33.29748,27.1279603070447,0.0,290617008367.572,25.5572688460555,54.3295589488876,,93.8659517479927,2.3,3.7,4701957.0,,,9.08139901337063,70280.0,18.8671519179531,216.186706609052,9.90359973907471,
166,Ireland,2016,6.907,6.836,6.978,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.15988,100.0,99.97016,10.132899922088,8.89667283565952,5.90149113875255,43.98158504,54.5165857204269,13.5,,,,,6.4,,,25.1249477894858,,304819018067.107,5.14146015448682,54.6507148349712,,2.70872609944144,2.2,3.6,4755335.0,,,,70280.0,18.7823582713611,221.158015597653,8.36649990081787,
167,Ireland,2017,6.97700023651123,6.91064880549908,7.04335166752338,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.29838815331459,0.42785832285881,1.77386903762817,,,,,,,55.1957062687522,,,,,,,,,,,333730764773.18,7.80238160809412,56.3492366854271,,9.23806376867398,2.2,3.5,4813608.0,,,,70280.0,,207.890848011672,6.71049976348877,
168,Israel,2015,7.278,7.2433,7.3126999999999995,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854,100.0,97.55669,5.16062185286201,3.09759083502088,5.26863831764121,25.1470956,64.1575674257328,21.3,,,,,5.3,38.68047,30.62612,36.9640470510594,,299093839689.55,3.03794389899012,22.76777445571,,0.167557415943449,2.1,3.8,8380100.0,,12.08838,3.70776691254672,22070.0,23.3792925417637,59.5292132247128,5.25099992752075,104.826963724649
169,Israel,2016,7.267,7.199,7.335,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31029,100.0,97.05258,4.74071819753321,2.70742950703813,5.26863831764121,24.57872058,64.9499022093752,21.2,,,,,5.1,,,36.4610807331312,,317747542489.389,4.09433559145759,22.5716830310648,,1.11219968738247,2.0,3.7,8546000.0,,12.07069,,22070.0,23.3730593416255,58.4459742509414,4.7979998588562,101.032619251641
170,Israel,2017,7.21299982070923,7.14614638492465,7.27985325649381,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.0852421000599861,0.330082654953003,2.80175733566284,,,,,,,65.5507578273867,,,,,,,,,,,350850537827.281,3.33156279400973,,,,2.0,3.6,8712400.0,,,,22070.0,,,4.21500015258789,
171,Italy,2015,5.948,5.908860000000001,5.98714,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,100.0,99.0415699999999,1.15932760900384,1.256868052567,3.88231876019173,18.87202749,56.469011844923,8.0,,,,,10.7,24.97218,42.74304,42.3586805043112,,1832868490534.11,0.951958871850962,20.2364085248033,,2.79229115897294,2.1,3.5,60730582.0,11.29297,12.02716,16.5168505774397,301340.0,23.4169053630706,56.9220625910712,11.8959999084473,
172,Italy,2016,5.977,5.898,6.056,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918,100.0,98.61219,2.78896501111048,2.96373550335815,3.88231876019173,19.60127555,57.0290127929924,7.8,,,,,10.1,,,42.3017819526968,,1859383610248.72,0.858262630008326,20.3470053596539,,1.17942066353396,2.0,3.4,60627498.0,10.04517,11.12385,,301340.0,23.6595645041034,56.3510378458443,11.6881999969482,
173,Italy,2017,5.96400022506714,5.88526354417205,6.04273690596223,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.0280280914157629,0.17278964817524,1.81331205368042,,,,,,,57.5765209343905,,,,,,,,,,,1934797937411.33,1.50229137197273,20.3281406101234,,2.10122629142546,2.0,3.4,60551416.0,,,,301340.0,,59.5145988953453,11.210599899292,
174,Jamaica,2015,5.709,5.57207,5.845929999999999,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,97.2788848876953,,2.75526368989985,2.40294672107171,5.50509754632326,18.7123466,48.7144859626766,16.809,,,,,6.928,36.68302,39.44272,25.7906963062061,2.25321347,14145469269.457,0.904845989688582,5.05373914143925,,1.99502053222102,11.5,16.2,2871934.0,16.42874,21.97603,16.7719074601531,10990.0,24.8193768372893,76.1051099641137,13.5113000869751,
175,Jamaica,2016,5.51,5.315,5.705,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682,98.2042694091797,,-0.586062713816986,-0.911110721845532,5.50509754632326,21.460238,48.0806618970799,16.629,,,,,6.98,35.87399,38.94375,26.2012617896583,,14072135208.5664,1.38065838326224,7.93566335242679,,1.94014709611972,11.1,15.7,2881355.0,18.10698,22.64723,,10990.0,26.0265068914446,75.9299188466468,13.1918001174927,
176,Jamaica,2017,5.31099987030029,5.04060101211071,5.58139872848988,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.0552677810192108,0.233818337321281,1.61232566833496,,,,,,,47.9527050788599,,,,,,,37.87799,36.25373,,,14781107821.7513,0.978556222849122,8.1166793074169,,1.99651697972385,10.8,15.2,2890299.0,15.49229,22.10634,,10990.0,,82.5701008220616,11.6590003967285,
177,Japan,2015,5.987,5.95119,6.02281,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,100.0,98.79994,3.84612640357025,3.95639159783869,2.98520466849895,26.23573692,63.9521257887958,8.0,,,,,10.3,,,17.1492923307351,,4394977752877.82,1.35382311397998,23.5867573908928,,3.7679030625454,0.9,3.0,127141000.0,11.3877,16.17666,6.29735708059289,377971.015625,11.4092706985788,35.5964012573268,3.40000009536743,
178,Japan,2016,5.921,5.85,5.992,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584,100.0,98.2351599999999,0.0963272333042227,0.211789002199737,2.98520466849895,26.48446996,65.290106306176,7.8,,,,,10.5,32.99338,38.76294,16.9393836854146,,4949273341993.88,0.938193886449625,24.5360071524376,,1.96338917877912,0.9,2.7,126994511.0,11.21106,15.87224,,377970.0,11.1033645354834,31.266582448967,3.09999990463257,
179,Japan,2017,5.92000007629395,5.84928070798516,5.99071944460273,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.163760736584663,0.12057276815176,1.36322355270386,,,,,,,66.4873798540152,,,,,,,,,,,4872136945507.59,1.71258113108748,,,,0.9,2.6,126785797.0,,,,377970.0,,,2.79999995231628,
180,Jordan,2015,5.192,5.1467600000000004,5.23724,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,99.9983215332031,,7.02939096741346,2.93957509268515,4.24609470230055,,66.0864139482601,27.043,,,,,3.829,,,,6.69056153,37517410281.6901,2.39169597043312,1.20019282840902,,1.33665032138694,10.8,18.1,9159302.0,,,3.22917004202291,89320.0,,98.0769067392572,13.0749998092651,
181,Jordan,2016,5.303,5.187,5.419,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,100.0,,1.83005695832537,-1.36296801069825,4.24609470230055,,65.4708800326749,26.469,,,,,3.828,42.53879,37.01023,,,38654727746.4789,2.00373364209914,1.12313976847983,,1.14548954312137,10.5,17.6,9455802.0,,18.36314,,89320.0,,91.3165635147951,15.2749996185303,
182,Jordan,2017,5.33599996566772,5.22358990892768,5.44841002240777,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.11980327218771,0.172170460224152,1.79117655754089,,,,,,,64.7850289195526,,,,,,,43.24167,37.67145,,,40068308450.7042,1.97002348344151,1.40224797097379,,1.01982125695979,10.1,17.0,9702353.0,11.431,21.03903,,89320.0,,92.9390362563593,,
183,Kazakhstan,2015,5.855,5.81386,5.896140000000001,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,100.0,99.84537,3.11668204724145,1.62060661715653,2.86434927936478,26.61014557,50.4434499003536,22.66,,,,,7.48,,65.76005,15.487142712709,0.35918143,184388432148.715,1.20000000000067,34.6494597111873,,0.20000000000033,5.6,12.0,17542806.0,7.50668,16.2004,1.55844291225827,2724901.875,9.8357115521941,53.0497288072652,4.92999982833862,
184,Kazakhstan,2016,5.919,5.837,6.001,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,100.0,99.72076,-6.31722035029983,-7.64000510645617,2.86434927936478,23.1734222,52.0748140136072,22.52,,,,,7.37,,68.56174,16.3309403041021,,137278320084.171,1.09999999999941,33.8248297093003,,1.79999999999984,5.3,10.9,17794055.0,6.79388,18.5511,,2724901.875,9.92425019653,60.3115965864153,4.96000003814697,
185,Kazakhstan,2017,5.81899976730347,5.73435775995255,5.90364177465439,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.119282886385918,0.201964423060417,1.78489255905151,,99.10345,,,,,53.6555193382478,,,,,,,,,19.4838934850241,,162886867831.694,4.10000000000042,37.2352966440068,,6.10000000000051,5.3,10.0,18037646.0,6.59153,20.75555,,2724901.875,10.5501198439468,60.6216132809058,4.90000009536743,
186,Kenya,2015,4.419,4.371659999999999,4.46634,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,41.6,,7.95191890383748,5.18204042386046,4.93323344920911,15.01972029,78.3334199776205,31.782,,,,,5.841,36.33889,41.76367,22.6933351703935,18.68333768,64007751187.8874,5.71848942242777,7.06247508626813,,3.59852013521065,21.8,48.7,47236259.0,,30.65055,72.662752510447,580370.0,16.2566351374796,44.2113177762908,,
187,Kenya,2016,4.356,4.259,4.453,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,56.0,,8.34708937583287,5.60762873501363,4.93323344920911,12.14806409,77.045331711067,31.309,,,,,5.732,,,23.4245589681274,,70875223143.0362,5.86919769831908,7.62514305031576,,2.68875845784102,21.3,47.1,48461567.0,,,,580370.0,15.7984472337866,36.7513758059156,,
188,Kenya,2017,4.55299997329712,4.45030835598707,4.65569159060717,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.0646413192152977,0.444860309362411,1.6519021987915,,,,,,,75.9102397988855,,,,,,,,,,,79263075749.2682,4.87393676072053,4.84984992678731,,0.163306153548717,20.9,45.6,49699862.0,,,,580370.0,,37.2501087637339,,
189,Kosovo,2015,5.589,5.53882,5.6391800000000005,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,100.0,,,,,17.95807857,,17.1,,,,,7.0,,,,,6440612176.999,4.09445453574099,-0.878174773999139,,4.84057166198519,,,1801800.0,,,20.4509089678075,10887.0,,72.3237193284546,32.9300003051758,
190,Kosovo,2016,5.401,5.308,5.494,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,100.0,,,,,18.3187558,,16.8,,,,,7.0,,,,,6714712389.38053,4.05657859621029,-0.0329483863527941,,2.78817599716497,,,1816200.0,,,,10887.0,,74.6132683151843,27.4699993133545,
191,Kosovo,2017,5.27899980545044,5.19315161541104,5.36484799548984,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,2.01054072380066,,,,,,,,,,,,,,,,,,7244888738.28081,4.22790853670567,2.48834562434712,,3.04636350670637,,,1830700.0,,,,10887.0,,79.1827125461888,,
192,Kuwait,2015,6.295,6.25044,6.33956,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,100.0,97.59156,-24.1009636281471,-27.0580954885558,3.19,27.83232579,29.7858651970022,16.872,,,,,2.681,,,51.9996635077002,0.0,114567298105.683,0.593019617221231,34.2589772374562,99.25909,-5.65453725681498,4.6,8.8,3935794.0,7.58836,8.86229,0.0,17820.0,1.38077874761047,98.6998633725231,2.20000004768372,115.68274227859
193,Kuwait,2016,6.239,6.154,6.324,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085,100.0,96.73618,-5.8978632272615,-8.60975977368426,3.19,22.92554038,30.1628535602697,16.416,,,,,2.739,,,,,110912280701.754,3.54700508846648,28.7961177797807,,-5.02834238328764,4.5,8.4,4052584.0,,8.85539,,17820.0,,94.6613503011347,2.16000008583069,117.156317598801
194,Kuwait,2017,6.10500001907349,6.01804304927588,6.1919569888711,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.215159550309181,0.228289797902107,1.64042520523071,,93.1952699999999,,,,,30.6106468190768,,,,,,,,,,,120126277612.925,-2.86643105398004,31.7264226292258,99.2435799999999,1.54441402646349,4.3,8.1,4136528.0,,8.85859999999999,,17820.0,,97.9763574433981,,
195,Latvia,2015,5.098,5.0516,5.1444,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,100.0,96.48701,4.08835485982164,4.94394682303955,4.34058246748342,21.98097934,52.472958104627,11.1,,,,,14.4,30.08773,31.39477,43.9102044412048,,26972863393.6384,2.97170383161259,21.7239622301084,,0.396257099337902,2.6,5.0,1977527.0,8.03226,11.13249,38.0980171666829,64490.0,22.766921096895,121.317923231615,9.8730001449585,
