3.591676149448592058e-09 4.802126770701241667e-09 2.320005797355567678e-10 2.473266913810674742e-10 1.328037021376482314e-10 -5.168219664711183295e-10 4.459140151073695754e-09 1.706925252563121030e-09 5.316443991355814667e-10 2.076052314841516491e-09 2.702985520836665777e-09 1.191339538969666271e-09 3.478149043186301263e-10 2.847997751248967239e-09 1.223495689493912491e-09 1.859763358446903748e-09 8.261088230955551838e-10 9.999985634687518221e-01 7.290422699580961179e-11 1.480966307490484834e-10 5.001205593514084038e-09 2.056503759408919475e-11 2.084679163665966312e-09 3.672049322023665338e-09 1.694693158962455115e-03 1.894841748702271682e-09 2.226777425781710125e-09 9.254708187267660089e-10 3.279526840460150966e-05 3.810382769758281966e-10 2.769133414093478233e-09 8.579836134064192236e-10 6.837901657851361637e-09
4.417484975235099066e-09 5.019146081696914595e-09 2.424852271363697440e-10 2.585039615193401176e-10 1.388054112369226516e-10 -5.712049504139311857e-10 4.545267399054250863e-09 1.743847589966645336e-09 5.556706497333482024e-10 2.169873961888973981e-09 2.825139741950156573e-09 1.245178951849502553e-09 3.542403712140951226e-10 2.273504411787655236e-09 1.146353238275932922e-09 1.723709300440655470e-09 5.890190052875197216e-10 9.999983440133948243e-01 1.186741578299998294e-10 2.601035330168710233e-10 5.227221740916548342e-09 5.712051332049659330e-11 2.115886610334672122e-09 3.696238644356351026e-09 1.819559158216623720e-03 2.241088293869870399e-09 2.319041126825108089e-09 1.320673152223465541e-09 3.427736308742169140e-05 5.895527680127872211e-10 2.502261966159981808e-09 8.967578943694035585e-10 7.146922384979390529e-09
4.710833290656164257e-09 4.891351053420268576e-09 2.363111875778151031e-10 2.519220608266190807e-10 1.502001675845855301e-10 1.259377407939040615e-10 4.328041247555565343e-09 1.153627168640604230e-09 5.415224370216020148e-10 2.114625698578293704e-09 2.753207423716866116e-09 1.213474817964781571e-09 3.572450221297628886e-10 2.261081620585434175e-09 1.138645084004423320e-09 1.465324065669120538e-09 3.065853292754445358e-10 9.999983469649968981e-01 1.363738636618646158e-10 3.661329306032904067e-10 5.094128792571263485e-09 3.830946030502009774e-11 2.005729714621413426e-09 3.474210398540662179e-09 1.817952531239941209e-03 1.978486583773121834e-09 2.251838378928639571e-09 1.631427429881700297e-09 3.340460973182999503e-05 7.609657019014470884e-10 2.621615670826617132e-09 8.739250860384897161e-10 6.964950963264833653e-09
8.781996878549720598e-09 8.395291306199350047e-09 4.055937177607473453e-10 4.323875068461212267e-10 2.834200698772805607e-10 1.387735411286110996e-09 3.865540289938534402e-09 1.043213409202921162e-09 9.294443514661232372e-10 3.629446864323179840e-09 4.725479340177660258e-09 2.082752695173656830e-09 6.337967147249332577e-10 4.985270020648504821e-09 1.895300707539213281e-09 2.146862391200676508e-09 6.719349424371801754e-11 9.999999679965501098e-01 1.949603307037958849e-10 7.196450990759583791e-10 8.743329746293465880e-09 4.390998439274851614e-10 5.181378158344335575e-10 8.255077065836736667e-10 2.529832475402881537e-04 1.186086838220358933e-09 1.634818776324238166e-09 3.391186578051892274e-09 2.524824102583044465e-06 1.626056087132141264e-09 6.305562992709229268e-09 1.499965060156164315e-09 1.195432338251719817e-08
8.414899997621527313e-09 8.049571321674788899e-09 2.689915819812948763e-10 2.828865283163984494e-10 2.715728072235523304e-10 1.400775178361570718e-09 3.702685596951908103e-09 9.943045837189596778e-10 8.905925815169762841e-10 3.477732095824232613e-09 4.527949239602595745e-09 1.995691400491290476e-09 6.209354708244924944e-10 4.922029422023787647e-09 2.134807957016596109e-09 2.012146878415927293e-09 4.365384264025457083e-11 9.999999707099850310e-01 2.818991499203253600e-10 6.273367153375344343e-10 8.377849192932000292e-09 3.618406998977139260e-10 5.048939998572916305e-10 7.657558997835589764e-10 2.420210229805927222e-04 1.028416063839318154e-09 1.531380527127155227e-09 2.167941334672443625e-09 2.419283749316189024e-06 1.477418948192511232e-09 6.283343530341598033e-09 1.297156831423330754e-09 1.145461985403521806e-08
7.644135356169989612e-09 7.444220004380465798e-09 1.672614056534953500e-11 -4.785273270636436535e-11 2.950668340937488409e-10 2.049701578542619504e-09 3.379175152048266714e-09 1.369632021246539943e-09 8.117105607751415374e-10 3.169700633390450829e-09 4.126897408216441154e-09 1.818928003046738249e-09 4.660031448703089297e-10 4.618365736312990168e-09 1.428379402567764248e-09 1.827900503797776464e-09 2.089260777889071075e-11 9.999999757134928613e-01 2.941697652888950169e-10 6.591327121959200460e-10 7.635802057660384275e-09 1.031962265938766946e-09 4.678438419534042357e-10 6.749222638016324689e-10 2.203818299291644711e-04 8.898735004656830684e-10 1.376287675116165620e-09 9.902216031869434855e-10 2.205001714124651203e-06 1.446499153479252617e-09 5.988512851787075025e-09 1.054566037190050655e-09 1.044005541720062590e-08
5.984885994337249084e-10 5.980692213765712518e-10 -1.663124256553231608e-11 -2.777209926547086557e-11 2.691417593773612251e-11 2.217376675457842167e-10 3.176596385705565930e-10 1.439938750190148978e-10 6.376409970939888446e-11 2.489965229027523649e-10 3.241893238110396279e-10 1.428862850321091397e-10 2.875660106551289055e-11 3.368249812255758037e-10 1.317518996338059752e-10 1.390509173857770368e-10 1.569457324618340238e-13 9.999999710442413203e-01 2.267431760519442171e-11 2.255038545201503867e-10 5.998320919970969876e-10 1.110310234953879830e-11 9.338514907090924174e-11 1.500187233461703386e-10 2.402199087719310918e-04 8.817581216362091224e-11 1.436090679563594895e-10 3.552171292218567728e-13 1.434962225471918630e-05 1.017939159401481353e-10 3.596540988204865700e-10 6.751505563366604936e-11 8.201208247904534491e-10
6.209932380997575820e-10 6.196920594773120491e-10 -2.581643194403466221e-11 -3.664591078410822764e-11 2.789732828463934737e-11 2.218713871109900199e-10 3.366510373213957727e-10 1.444577438875247376e-10 6.609334896534842420e-11 2.580921577246734525e-10 3.360316887893746526e-10 1.481058015721878090e-10 2.975709621407812927e-11 3.222084460785580788e-10 1.568239027253616308e-10 1.394242768860977228e-10 5.873901705339621313e-12 9.999999677374709073e-01 2.060827229783760923e-11 2.287789605721534929e-10 6.217434568614386027e-10 3.763939486298165944e-11 9.492295119705929965e-11 1.530008094952600551e-10 2.535819929145560867e-04 1.103358530700278383e-10 1.513490252458112194e-10 1.034288130400319404e-10 1.487380195947921293e-05 9.324385851588228824e-11 3.490432042272578748e-10 6.371328532837113052e-11 8.500791529035736905e-10
4.220683560545340827e-10 5.934932453294608322e-10 1.895165972889784053e-11 2.666330449474230055e-12 2.398371256755841428e-11 1.046724525430494027e-10 3.284182683679481832e-10 1.953176228141568229e-10 6.316434291076672612e-11 2.466544941102611519e-10 3.211400413482469733e-10 1.415423152862825654e-10 4.013003821986434568e-11 2.822019350265648579e-10 1.692354681910599772e-10 1.287480229571543940e-10 1.107171588677482196e-11 9.999999694946504203e-01 9.549087027477829982e-12 2.240224219635479159e-10 5.941901496368573080e-10 3.893046789643294660e-13 8.892587291433354305e-11 1.432363053653694448e-10 2.465940835267373837e-04 1.235459327484792175e-10 1.445794441371393033e-10 1.973386062005974995e-10 1.421465158087146026e-05 7.738683445960199362e-11 3.350556922729722376e-10 8.098819250399206077e-11 8.124068753642157159e-10
3.614655285104698517e-10 8.564647929009566270e-10 9.023628413096338701e-11 5.819268408941788159e-11 3.072456992338993713e-11 -3.884820456199812655e-12 8.397721959729583154e-10 3.642281579069427257e-10 9.108517778173744886e-11 3.556843530920052110e-10 4.630951009870091461e-10 2.041089380080006728e-10 7.472869485848594038e-11 3.698451109145698167e-10 2.719632457119263223e-10 1.791735727377621369e-10 2.383660243997171485e-11 9.999999711985345652e-01 8.120715658680651118e-12 2.652741064134814647e-10 8.568428471153291979e-10 1.034853132877068958e-10 2.633534564861994501e-10 7.651020353471612326e-10 2.397661525180803672e-04 2.042579908219934313e-10 4.305700779349961140e-10 4.265999843833079957e-10 1.072950177128577971e-05 9.468692052188815632e-11 5.412388667329152534e-10 1.092965587552681314e-10 1.171518949832089139e-09
4.007027512276416699e-10 9.848182192023911441e-10 2.585951583107669423e-11 -7.743799577132189637e-12 3.530324267038492234e-11 3.027901653719838521e-11 9.619314006783710664e-10 4.135423824181589212e-10 1.046589795372811200e-10 4.086895622160267525e-10 5.321070000450957270e-10 2.345258985775242823e-10 8.418389491680304633e-11 3.823319708241959892e-10 3.445725887471850613e-10 1.731704502357868217e-10 2.016090221809615787e-11 9.999999593307669077e-01 -2.551422943454580856e-11 2.975907338674364749e-10 9.845322827144880306e-10 1.150876865962396910e-10 2.956770184438401246e-10 8.365978515166846875e-10 2.849324023706322579e-04 2.646871991405126903e-10 4.622291799772339035e-10 3.598771626925331400e-10 1.232844611685403070e-05 9.624348493109804958e-11 5.277701801556792210e-10 1.169766818125570510e-10 1.346102415168112712e-09
